Task,Start,Finish,Duration,Date,ideal_schedule
Deep Work,2018-11-20 08:00:00,2018-11-20 09:05:00,0 days 01:05:00.000000000,2018-11-20 00:00:00,True
Deep Work,2018-11-20 09:23:00,2018-11-20 10:28:00,0 days 01:05:00.000000000,2018-11-20 00:00:00,True
Deep Work,2018-11-20 10:46:00,2018-11-20 11:51:00,0 days 01:05:00.000000000,2018-11-20 00:00:00,True
Deep Work,2018-11-20 12:09:00,2018-11-20 13:14:00,0 days 01:05:00.000000000,2018-11-20 00:00:00,True
Deep Work,2018-11-20 13:32:00,2018-11-20 14:37:00,0 days 01:05:00.000000000,2018-11-20 00:00:00,True
Deep Work,2018-11-20 14:55:00,2018-11-20 16:00:00,0 days 01:05:00.000000000,2018-11-20 00:00:00,True
Gym,2018-11-20 16:00:00,2018-11-20 18:00:00,0 days 02:00:00.000000000,2018-11-20 00:00:00,True
Learning,2018-11-20 19:00:00,2018-11-20 19:30:00,0 days 00:30:00.000000000,2018-11-20 00:00:00,True
Shallow Work,2018-11-20 19:45:00,2018-11-20 20:45:00,0 days 01:00:00.000000000,2018-11-20 00:00:00,True
Learning,2018-11-20 21:00:00,2018-11-20 23:00:00,0 days 02:00:00.000000000,2018-11-20 00:00:00,True
Deep Work,2018-12-03 09:01:00,2018-12-03 09:35:00,0 days 00:34:00.000000000,2018-12-03 00:00:00,False
Deep Work,2018-12-03 10:18:00,2018-12-03 10:32:00,0 days 00:14:00.000000000,2018-12-03 00:00:00,False
Deep Work,2018-12-03 10:33:00,2018-12-03 11:03:00,0 days 00:30:00.000000000,2018-12-03 00:00:00,False
Deep Work,2018-12-03 11:09:00,2018-12-03 11:59:00,0 days 00:50:00.000000000,2018-12-03 00:00:00,False
Deep Work,2018-12-03 13:31:00,2018-12-03 13:49:00,0 days 00:18:00.000000000,2018-12-03 00:00:00,False
Deep Work,2018-12-03 14:43:00,2018-12-03 15:22:00,0 days 00:39:00.000000000,2018-12-03 00:00:00,False
Shallow Work,2018-12-03 15:49:00,2018-12-03 16:39:00,0 days 00:50:00.000000000,2018-12-03 00:00:00,False
Learning,2018-12-03 16:53:00,2018-12-03 17:32:00,0 days 00:39:00.000000000,2018-12-03 00:00:00,False
Learning,2018-12-03 19:17:00,2018-12-03 19:59:00,0 days 00:42:00.000000000,2018-12-03 00:00:00,False
Deep Work,2018-12-03 21:45:00,2018-12-03 21:55:00,0 days 00:10:00.000000000,2018-12-03 00:00:00,False
Deep Work,2018-12-03 22:11:00,2018-12-03 22:51:00,0 days 00:40:00.000000000,2018-12-03 00:00:00,False
Deep Work,2018-12-04 08:56:00,2018-12-04 10:15:00,0 days 01:19:00.000000000,2018-12-04 00:00:00,False
Deep Work,2018-12-04 10:53:00,2018-12-04 12:20:00,0 days 01:27:00.000000000,2018-12-04 00:00:00,False
Deep Work,2018-12-04 14:18:00,2018-12-04 16:03:00,0 days 01:45:00.000000000,2018-12-04 00:00:00,False
Gym,2018-12-04 16:13:00,2018-12-04 17:49:00,0 days 01:36:00.000000000,2018-12-04 00:00:00,False
Learning,2018-12-04 19:36:00,2018-12-04 20:23:00,0 days 00:47:00.000000000,2018-12-04 00:00:00,False
Shallow Work,2018-12-04 21:24:00,2018-12-04 21:43:00,0 days 00:19:00.000000000,2018-12-04 00:00:00,False
Deep Work,2018-12-04 21:55:00,2018-12-04 22:32:00,0 days 00:37:00.000000000,2018-12-04 00:00:00,False
Shallow Work,2018-12-04 22:32:00,2018-12-04 22:51:00,0 days 00:19:00.000000000,2018-12-04 00:00:00,False
Deep Work,2018-12-05 09:14:00,2018-12-05 09:27:00,0 days 00:13:00.000000000,2018-12-05 00:00:00,False
Deep Work,2018-12-05 09:33:00,2018-12-05 10:28:00,0 days 00:55:00.000000000,2018-12-05 00:00:00,False
Deep Work,2018-12-05 10:58:00,2018-12-05 12:12:00,0 days 01:14:00.000000000,2018-12-05 00:00:00,False
Deep Work,2018-12-05 14:50:00,2018-12-05 15:34:00,0 days 00:44:00.000000000,2018-12-05 00:00:00,False
Deep Work,2018-12-05 15:42:00,2018-12-05 15:55:00,0 days 00:13:00.000000000,2018-12-05 00:00:00,False
Gym,2018-12-05 16:04:00,2018-12-05 17:42:00,0 days 01:38:00.000000000,2018-12-05 00:00:00,False
Learning,2018-12-05 19:32:00,2018-12-05 20:26:00,0 days 00:54:00.000000000,2018-12-05 00:00:00,False
Shallow Work,2018-12-05 21:31:00,2018-12-05 22:05:00,0 days 00:34:00.000000000,2018-12-05 00:00:00,False
Deep Work,2018-12-05 22:17:00,2018-12-05 23:04:00,0 days 00:47:00.000000000,2018-12-05 00:00:00,False
Deep Work,2018-12-06 09:25:00,2018-12-06 10:25:00,0 days 01:00:00.000000000,2018-12-06 00:00:00,False
Deep Work,2018-12-06 10:54:00,2018-12-06 11:58:00,0 days 01:04:00.000000000,2018-12-06 00:00:00,False
Deep Work,2018-12-06 14:42:00,2018-12-06 15:50:00,0 days 01:08:00.000000000,2018-12-06 00:00:00,False
Gym,2018-12-06 16:17:00,2018-12-06 17:59:00,0 days 01:42:00.000000000,2018-12-06 00:00:00,False
Learning,2018-12-06 19:44:00,2018-12-06 20:35:00,0 days 00:51:00.000000000,2018-12-06 00:00:00,False
Learning,2018-12-06 21:31:00,2018-12-06 22:11:00,0 days 00:40:00.000000000,2018-12-06 00:00:00,False
Deep Work,2018-12-06 22:22:00,2018-12-06 22:41:00,0 days 00:19:00.000000000,2018-12-06 00:00:00,False
Deep Work,2018-12-07 09:14:00,2018-12-07 09:50:00,0 days 00:36:00.000000000,2018-12-07 00:00:00,False
Deep Work,2018-12-07 10:02:00,2018-12-07 10:18:00,0 days 00:16:00.000000000,2018-12-07 00:00:00,False
Deep Work,2018-12-07 10:50:00,2018-12-07 12:36:00,0 days 01:46:00.000000000,2018-12-07 00:00:00,False
Deep Work,2018-12-07 15:00:00,2018-12-07 15:54:00,0 days 00:54:00.000000000,2018-12-07 00:00:00,False
Gym,2018-12-07 16:06:00,2018-12-07 17:55:00,0 days 01:49:00.000000000,2018-12-07 00:00:00,False
Learning,2018-12-07 18:58:00,2018-12-07 19:48:00,0 days 00:50:00.000000000,2018-12-07 00:00:00,False
Deep Work,2018-12-07 20:42:00,2018-12-07 21:52:00,0 days 01:10:00.000000000,2018-12-07 00:00:00,False
Deep Work,2018-12-07 21:57:00,2018-12-07 22:59:00,0 days 01:02:00.000000000,2018-12-07 00:00:00,False
Learning,2018-12-08 08:51:00,2018-12-08 09:32:00,0 days 00:41:00.000000000,2018-12-08 00:00:00,False
Shallow Work,2018-12-08 10:56:00,2018-12-08 11:11:00,0 days 00:15:00.000000000,2018-12-08 00:00:00,False
Deep Work,2018-12-08 11:24:00,2018-12-08 11:53:00,0 days 00:29:00.000000000,2018-12-08 00:00:00,False
Deep Work,2018-12-08 11:57:00,2018-12-08 12:19:00,0 days 00:22:00.000000000,2018-12-08 00:00:00,False
Deep Work,2018-12-08 14:35:00,2018-12-08 15:29:00,0 days 00:54:00.000000000,2018-12-08 00:00:00,False
Gym,2018-12-08 15:56:00,2018-12-08 17:39:00,0 days 01:43:00.000000000,2018-12-08 00:00:00,False
Learning,2018-12-08 18:39:00,2018-12-08 19:24:00,0 days 00:45:00.000000000,2018-12-08 00:00:00,False
Deep Work,2018-12-09 08:53:00,2018-12-09 09:29:00,0 days 00:36:00.000000000,2018-12-09 00:00:00,False
Learning,2018-12-09 09:52:00,2018-12-09 10:29:00,0 days 00:37:00.000000000,2018-12-09 00:00:00,False
Shallow Work,2018-12-10 10:15:00,2018-12-10 12:06:00,0 days 01:50:00.000000000,2018-12-10 00:00:00,False
Deep Work,2018-12-10 14:33:00,2018-12-10 15:15:00,0 days 00:42:00.000000000,2018-12-10 00:00:00,False
Deep Work,2018-12-10 15:22:00,2018-12-10 16:02:00,0 days 00:40:00.000000000,2018-12-10 00:00:00,False
Gym,2018-12-10 16:15:00,2018-12-10 17:49:00,0 days 01:34:00.000000000,2018-12-10 00:00:00,False
Learning,2018-12-10 19:21:00,2018-12-10 20:12:00,0 days 00:51:00.000000000,2018-12-10 00:00:00,False
Shallow Work,2018-12-10 20:58:00,2018-12-10 21:09:00,0 days 00:11:00.000000000,2018-12-10 00:00:00,False
Deep Work,2018-12-10 21:22:00,2018-12-10 22:49:00,0 days 01:27:00.000000000,2018-12-10 00:00:00,False
Deep Work,2018-12-11 09:29:00,2018-12-11 09:56:00,0 days 00:27:00.000000000,2018-12-11 00:00:00,False
Deep Work,2018-12-11 10:01:00,2018-12-11 10:32:00,0 days 00:31:00.000000000,2018-12-11 00:00:00,False
Deep Work,2018-12-11 10:36:00,2018-12-11 10:51:00,0 days 00:15:00.000000000,2018-12-11 00:00:00,False
Deep Work,2018-12-11 11:12:00,2018-12-11 12:35:00,0 days 01:23:00.000000000,2018-12-11 00:00:00,False
Deep Work,2018-12-11 14:19:00,2018-12-11 14:41:00,0 days 00:22:00.000000000,2018-12-11 00:00:00,False
Deep Work,2018-12-11 15:20:00,2018-12-11 16:02:00,0 days 00:42:00.000000000,2018-12-11 00:00:00,False
Gym,2018-12-11 16:12:00,2018-12-11 17:59:00,0 days 01:47:00.000000000,2018-12-11 00:00:00,False
Learning,2018-12-11 19:16:00,2018-12-11 20:03:00,0 days 00:47:00.000000000,2018-12-11 00:00:00,False
Shallow Work,2018-12-11 20:52:00,2018-12-11 21:35:00,0 days 00:43:00.000000000,2018-12-11 00:00:00,False
Deep Work,2018-12-11 22:03:00,2018-12-11 22:24:00,0 days 00:21:00.000000000,2018-12-11 00:00:00,False
Deep Work,2018-12-12 09:28:00,2018-12-12 10:14:00,0 days 00:46:00.000000000,2018-12-12 00:00:00,False
Deep Work,2018-12-12 10:44:00,2018-12-12 11:18:00,0 days 00:34:00.000000000,2018-12-12 00:00:00,False
Deep Work,2018-12-12 11:21:00,2018-12-12 12:40:00,0 days 01:19:00.000000000,2018-12-12 00:00:00,False
Deep Work,2018-12-12 14:42:00,2018-12-12 16:07:00,0 days 01:25:00.000000000,2018-12-12 00:00:00,False
Gym,2018-12-12 16:16:00,2018-12-12 17:52:00,0 days 01:36:00.000000000,2018-12-12 00:00:00,False
Learning,2018-12-12 19:10:00,2018-12-12 19:41:00,0 days 00:31:00.000000000,2018-12-12 00:00:00,False
Learning,2018-12-12 20:09:00,2018-12-12 20:55:00,0 days 00:46:00.000000000,2018-12-12 00:00:00,False
Learning,2018-12-12 21:04:00,2018-12-12 22:00:00,0 days 00:56:00.000000000,2018-12-12 00:00:00,False
Deep Work,2018-12-13 09:09:00,2018-12-13 10:00:00,0 days 00:51:00.000000000,2018-12-13 00:00:00,False
Shallow Work,2018-12-13 10:00:00,2018-12-13 10:27:00,0 days 00:27:00.000000000,2018-12-13 00:00:00,False
Deep Work,2018-12-13 11:10:00,2018-12-13 12:10:00,0 days 01:00:00.000000000,2018-12-13 00:00:00,False
Deep Work,2018-12-13 14:12:00,2018-12-13 14:35:00,0 days 00:23:00.000000000,2018-12-13 00:00:00,False
Deep Work,2018-12-13 14:40:00,2018-12-13 15:26:00,0 days 00:46:00.000000000,2018-12-13 00:00:00,False
Gym,2018-12-13 16:09:00,2018-12-13 17:57:00,0 days 01:48:00.000000000,2018-12-13 00:00:00,False
Learning,2018-12-13 19:19:00,2018-12-13 20:13:00,0 days 00:54:00.000000000,2018-12-13 00:00:00,False
Shallow Work,2018-12-13 21:15:00,2018-12-13 21:33:00,0 days 00:18:00.000000000,2018-12-13 00:00:00,False
Deep Work,2018-12-13 21:37:00,2018-12-13 22:29:00,0 days 00:52:00.000000000,2018-12-13 00:00:00,False
Learning,2018-12-13 22:33:00,2018-12-13 23:29:00,0 days 00:56:00.000000000,2018-12-13 00:00:00,False
Deep Work,2018-12-14 09:14:00,2018-12-14 10:23:00,0 days 01:09:00.000000000,2018-12-14 00:00:00,False
Deep Work,2018-12-14 10:29:00,2018-12-14 10:48:00,0 days 00:19:00.000000000,2018-12-14 00:00:00,False
Deep Work,2018-12-14 11:07:00,2018-12-14 12:53:00,0 days 01:46:00.000000000,2018-12-14 00:00:00,False
Deep Work,2018-12-14 14:50:00,2018-12-14 14:59:00,0 days 00:09:00.000000000,2018-12-14 00:00:00,False
Deep Work,2018-12-14 15:07:00,2018-12-14 16:16:00,0 days 01:09:00.000000000,2018-12-14 00:00:00,False
Deep Work,2018-12-14 16:35:00,2018-12-14 17:25:00,0 days 00:50:00.000000000,2018-12-14 00:00:00,False
Deep Work,2018-12-14 17:35:00,2018-12-14 17:50:00,0 days 00:15:00.000000000,2018-12-14 00:00:00,False
Learning,2018-12-14 18:48:00,2018-12-14 19:44:00,0 days 00:56:00.000000000,2018-12-14 00:00:00,False
Learning,2018-12-15 09:05:00,2018-12-15 09:58:00,0 days 00:53:00.000000000,2018-12-15 00:00:00,False
Deep Work,2018-12-15 10:09:00,2018-12-15 11:38:00,0 days 01:29:00.000000000,2018-12-15 00:00:00,False
Deep Work,2018-12-15 13:21:00,2018-12-15 13:43:00,0 days 00:22:00.000000000,2018-12-15 00:00:00,False
Deep Work,2018-12-15 13:48:00,2018-12-15 14:42:00,0 days 00:54:00.000000000,2018-12-15 00:00:00,False
Shallow Work,2018-12-15 15:03:00,2018-12-15 15:59:00,0 days 00:56:00.000000000,2018-12-15 00:00:00,False
Learning,2018-12-15 16:35:00,2018-12-15 17:11:00,0 days 00:36:00.000000000,2018-12-15 00:00:00,False
Learning,2018-12-15 18:44:00,2018-12-15 19:28:00,0 days 00:44:00.000000000,2018-12-15 00:00:00,False
Learning,2018-12-16 08:35:00,2018-12-16 09:28:00,0 days 00:53:00.000000000,2018-12-16 00:00:00,False
Shallow Work,2018-12-16 11:15:00,2018-12-16 11:47:00,0 days 00:32:00.000000000,2018-12-16 00:00:00,False
Learning,2018-12-16 14:01:00,2018-12-16 14:53:00,0 days 00:52:00.000000000,2018-12-16 00:00:00,False
Shallow Work,2018-12-16 15:03:00,2018-12-16 15:14:00,0 days 00:11:00.000000000,2018-12-16 00:00:00,False
Deep Work,2018-12-16 15:58:00,2018-12-16 17:09:00,0 days 01:11:00.000000000,2018-12-16 00:00:00,False
Learning,2018-12-16 18:44:00,2018-12-16 19:34:00,0 days 00:50:00.000000000,2018-12-16 00:00:00,False
Shallow Work,2018-12-16 19:56:00,2018-12-16 20:15:00,0 days 00:19:00.000000000,2018-12-16 00:00:00,False
Deep Work,2018-12-17 09:32:00,2018-12-17 10:14:00,0 days 00:42:00.000000000,2018-12-17 00:00:00,False
Deep Work,2018-12-17 10:21:00,2018-12-17 11:00:00,0 days 00:39:00.000000000,2018-12-17 00:00:00,False
Shallow Work,2018-12-17 11:53:00,2018-12-17 12:18:00,0 days 00:25:00.000000000,2018-12-17 00:00:00,False
Shallow Work,2018-12-17 14:26:00,2018-12-17 14:48:00,0 days 00:22:00.000000000,2018-12-17 00:00:00,False
Deep Work,2018-12-17 15:42:00,2018-12-17 15:53:00,0 days 00:11:00.000000000,2018-12-17 00:00:00,False
Deep Work,2018-12-17 15:57:00,2018-12-17 17:14:00,0 days 01:17:00.000000000,2018-12-17 00:00:00,False
Learning,2018-12-17 18:52:00,2018-12-17 19:49:00,0 days 00:57:00.000000000,2018-12-17 00:00:00,False
Shallow Work,2018-12-17 21:03:00,2018-12-17 21:20:00,0 days 00:17:00.000000000,2018-12-17 00:00:00,False
Deep Work,2018-12-17 21:26:00,2018-12-17 22:51:00,0 days 01:25:00.000000000,2018-12-17 00:00:00,False
Deep Work,2018-12-18 08:35:00,2018-12-18 09:42:00,0 days 01:07:00.000000000,2018-12-18 00:00:00,False
Deep Work,2018-12-18 10:07:00,2018-12-18 12:09:00,0 days 02:02:00.000000000,2018-12-18 00:00:00,False
Deep Work,2018-12-18 13:53:00,2018-12-18 14:05:00,0 days 00:12:00.000000000,2018-12-18 00:00:00,False
Deep Work,2018-12-18 14:10:00,2018-12-18 14:47:00,0 days 00:37:00.000000000,2018-12-18 00:00:00,False
Shallow Work,2018-12-18 15:26:00,2018-12-18 16:05:00,0 days 00:39:00.000000000,2018-12-18 00:00:00,False
Gym,2018-12-18 16:15:00,2018-12-18 17:48:00,0 days 01:33:00.000000000,2018-12-18 00:00:00,False
Learning,2018-12-18 19:18:00,2018-12-18 20:12:00,0 days 00:54:00.000000000,2018-12-18 00:00:00,False
Deep Work,2018-12-18 21:25:00,2018-12-18 23:04:00,0 days 01:39:00.000000000,2018-12-18 00:00:00,False
Deep Work,2018-12-19 09:09:00,2018-12-19 09:59:00,0 days 00:50:00.000000000,2018-12-19 00:00:00,False
Deep Work,2018-12-19 10:23:00,2018-12-19 11:50:00,0 days 01:27:00.000000000,2018-12-19 00:00:00,False
Deep Work,2018-12-19 13:16:00,2018-12-19 13:24:00,0 days 00:08:00.000000000,2018-12-19 00:00:00,False
Deep Work,2018-12-19 13:31:00,2018-12-19 14:15:00,0 days 00:44:00.000000000,2018-12-19 00:00:00,False
Deep Work,2018-12-19 14:58:00,2018-12-19 16:26:00,0 days 01:28:00.000000000,2018-12-19 00:00:00,False
Learning,2018-12-19 16:34:00,2018-12-19 17:11:00,0 days 00:37:00.000000000,2018-12-19 00:00:00,False
Deep Work,2018-12-19 19:43:00,2018-12-19 20:27:00,0 days 00:44:00.000000000,2018-12-19 00:00:00,False
Learning,2018-12-19 20:38:00,2018-12-19 21:36:00,0 days 00:58:00.000000000,2018-12-19 00:00:00,False
Deep Work,2018-12-19 21:44:00,2018-12-19 23:01:00,0 days 01:17:00.000000000,2018-12-19 00:00:00,False
Deep Work,2018-12-20 09:09:00,2018-12-20 10:28:00,0 days 01:19:00.000000000,2018-12-20 00:00:00,False
Deep Work,2018-12-20 11:03:00,2018-12-20 12:00:00,0 days 00:57:00.000000000,2018-12-20 00:00:00,False
Deep Work,2018-12-20 14:43:00,2018-12-20 15:40:00,0 days 00:57:00.000000000,2018-12-20 00:00:00,False
Deep Work,2018-12-20 16:06:00,2018-12-20 17:14:00,0 days 01:08:00.000000000,2018-12-20 00:00:00,False
Learning,2018-12-20 18:48:00,2018-12-20 19:38:00,0 days 00:50:00.000000000,2018-12-20 00:00:00,False
Learning,2018-12-20 21:17:00,2018-12-20 23:09:00,0 days 01:52:00.000000000,2018-12-20 00:00:00,False
Deep Work,2018-12-21 09:36:00,2018-12-21 10:01:00,0 days 00:25:00.000000000,2018-12-21 00:00:00,False
Deep Work,2018-12-21 11:19:00,2018-12-21 11:43:00,0 days 00:24:00.000000000,2018-12-21 00:00:00,False
Deep Work,2018-12-21 11:50:00,2018-12-21 13:16:00,0 days 01:26:00.000000000,2018-12-21 00:00:00,False
Deep Work,2018-12-21 13:37:00,2018-12-21 13:47:00,0 days 00:10:00.000000000,2018-12-21 00:00:00,False
Deep Work,2018-12-21 15:27:00,2018-12-21 16:39:00,0 days 01:12:00.000000000,2018-12-21 00:00:00,False
Learning,2018-12-21 18:34:00,2018-12-21 19:24:00,0 days 00:50:00.000000000,2018-12-21 00:00:00,False
Shallow Work,2018-12-21 19:55:00,2018-12-21 20:28:00,0 days 00:33:00.000000000,2018-12-21 00:00:00,False
Deep Work,2018-12-22 09:50:00,2018-12-22 10:10:00,0 days 00:20:00.000000000,2018-12-22 00:00:00,False
Deep Work,2018-12-22 10:35:00,2018-12-22 11:43:00,0 days 01:08:00.000000000,2018-12-22 00:00:00,False
Deep Work,2018-12-22 14:59:00,2018-12-22 15:07:00,0 days 00:08:00.000000000,2018-12-22 00:00:00,False
Deep Work,2018-12-22 16:05:00,2018-12-22 16:35:00,0 days 00:30:00.000000000,2018-12-22 00:00:00,False
Deep Work,2018-12-22 16:56:00,2018-12-22 17:11:00,0 days 00:15:00.000000000,2018-12-22 00:00:00,False
Learning,2018-12-22 18:39:00,2018-12-22 19:34:00,0 days 00:55:00.000000000,2018-12-22 00:00:00,False
Learning,2018-12-23 09:01:00,2018-12-23 09:54:00,0 days 00:53:00.000000000,2018-12-23 00:00:00,False
Deep Work,2018-12-23 10:46:00,2018-12-23 11:37:00,0 days 00:51:00.000000000,2018-12-23 00:00:00,False
Deep Work,2018-12-23 11:42:00,2018-12-23 12:15:00,0 days 00:33:00.000000000,2018-12-23 00:00:00,False
Learning,2018-12-23 13:42:00,2018-12-23 14:32:00,0 days 00:50:00.000000000,2018-12-23 00:00:00,False
Deep Work,2018-12-23 15:37:00,2018-12-23 17:00:00,0 days 01:23:00.000000000,2018-12-23 00:00:00,False
Learning,2018-12-23 18:42:00,2018-12-23 19:32:00,0 days 00:50:00.000000000,2018-12-23 00:00:00,False
Learning,2018-12-24 09:24:00,2018-12-24 09:41:00,0 days 00:17:00.000000000,2018-12-24 00:00:00,False
Learning,2018-12-24 09:49:00,2018-12-24 10:22:00,0 days 00:33:00.000000000,2018-12-24 00:00:00,False
Learning,2018-12-24 12:04:00,2018-12-24 12:48:00,0 days 00:44:00.000000000,2018-12-24 00:00:00,False
Learning,2018-12-25 09:09:00,2018-12-25 10:03:00,0 days 00:54:00.000000000,2018-12-25 00:00:00,False
Learning,2018-12-25 14:50:00,2018-12-25 15:35:00,0 days 00:45:00.000000000,2018-12-25 00:00:00,False
Learning,2018-12-25 18:35:00,2018-12-25 19:23:00,0 days 00:48:00.000000000,2018-12-25 00:00:00,False
Learning,2018-12-26 08:57:00,2018-12-26 09:47:00,0 days 00:50:00.000000000,2018-12-26 00:00:00,False
