Task,Start,Finish,Duration,Date,ideal_schedule
Shallow Work,2019-01-27 13:26:00,2019-01-27 13:50:00,0 days 00:24:00.000000000,2019-01-27 00:00:00,False
Shallow Work,2019-01-27 14:45:00,2019-01-27 16:18:00,0 days 01:33:00.000000000,2019-01-27 00:00:00,False
Deep Work,2019-01-27 16:44:00,2019-01-27 18:00:00,0 days 01:16:00.000000000,2019-01-27 00:00:00,False
Learning,2019-01-27 19:19:00,2019-01-27 19:40:00,0 days 00:21:00.000000000,2019-01-27 00:00:00,False
Deep Work,2019-01-27 19:58:00,2019-01-27 20:18:00,0 days 00:20:00.000000000,2019-01-27 00:00:00,False
Deep Work,2019-01-28 08:43:00,2019-01-28 10:28:00,0 days 01:45:00.000000000,2019-01-28 00:00:00,False
Deep Work,2019-01-28 10:51:00,2019-01-28 12:07:00,0 days 01:16:00.000000000,2019-01-28 00:00:00,False
Deep Work,2019-01-28 13:25:00,2019-01-28 13:50:00,0 days 00:25:00.000000000,2019-01-28 00:00:00,False
Deep Work,2019-01-28 13:57:00,2019-01-28 14:40:00,0 days 00:43:00.000000000,2019-01-28 00:00:00,False
Deep Work,2019-01-28 15:08:00,2019-01-28 16:11:00,0 days 01:03:00.000000000,2019-01-28 00:00:00,False
Gym,2019-01-28 16:25:00,2019-01-28 18:01:00,0 days 01:36:00.000000000,2019-01-28 00:00:00,False
Learning,2019-01-28 19:21:00,2019-01-28 20:12:00,0 days 00:51:00.000000000,2019-01-28 00:00:00,False
Shallow Work,2019-01-28 20:32:00,2019-01-28 22:17:00,0 days 01:45:00.000000000,2019-01-28 00:00:00,False
Learning,2019-01-28 22:23:00,2019-01-28 23:03:00,0 days 00:40:00.000000000,2019-01-28 00:00:00,False
Deep Work,2019-01-29 08:40:00,2019-01-29 09:50:00,0 days 01:10:00.000000000,2019-01-29 00:00:00,False
Deep Work,2019-01-29 10:55:00,2019-01-29 12:17:00,0 days 01:22:00.000000000,2019-01-29 00:00:00,False
Deep Work,2019-01-29 13:38:00,2019-01-29 15:18:00,0 days 01:40:00.000000000,2019-01-29 00:00:00,False
Shallow Work,2019-01-29 15:50:00,2019-01-29 16:27:00,0 days 00:37:00.000000000,2019-01-29 00:00:00,False
Deep Work,2019-01-29 16:53:00,2019-01-29 17:36:00,0 days 00:43:00.000000000,2019-01-29 00:00:00,False
Learning,2019-01-29 19:07:00,2019-01-29 19:59:00,0 days 00:52:00.000000000,2019-01-29 00:00:00,False
Shallow Work,2019-01-29 20:38:00,2019-01-29 21:36:00,0 days 00:58:00.000000000,2019-01-29 00:00:00,False
Learning,2019-01-29 21:45:00,2019-01-29 22:46:00,0 days 01:01:00.000000000,2019-01-29 00:00:00,False
Deep Work,2019-01-30 08:39:00,2019-01-30 09:56:00,0 days 01:17:00.000000000,2019-01-30 00:00:00,False
Deep Work,2019-01-30 10:18:00,2019-01-30 11:49:00,0 days 01:31:00.000000000,2019-01-30 00:00:00,False
Deep Work,2019-01-30 13:18:00,2019-01-30 15:13:00,0 days 01:55:00.000000000,2019-01-30 00:00:00,False
Deep Work,2019-01-30 15:46:00,2019-01-30 16:01:00,0 days 00:15:00.000000000,2019-01-30 00:00:00,False
Gym,2019-01-30 16:11:00,2019-01-30 17:54:00,0 days 01:43:00.000000000,2019-01-30 00:00:00,False
Learning,2019-01-30 19:25:00,2019-01-30 20:16:00,0 days 00:51:00.000000000,2019-01-30 00:00:00,False
Shallow Work,2019-01-30 20:41:00,2019-01-30 20:54:00,0 days 00:13:00.000000000,2019-01-30 00:00:00,False
Shallow Work,2019-01-30 21:15:00,2019-01-30 23:09:00,0 days 01:54:00.000000000,2019-01-30 00:00:00,False
Deep Work,2019-01-31 08:45:00,2019-01-31 09:53:00,0 days 01:08:00.000000000,2019-01-31 00:00:00,False
Deep Work,2019-01-31 10:25:00,2019-01-31 11:46:00,0 days 01:21:00.000000000,2019-01-31 00:00:00,False
Deep Work,2019-01-31 13:27:00,2019-01-31 14:47:00,0 days 01:20:00.000000000,2019-01-31 00:00:00,False
Learning,2019-01-31 14:55:00,2019-01-31 15:47:00,0 days 00:52:00.000000000,2019-01-31 00:00:00,False
Deep Work,2019-01-31 16:22:00,2019-01-31 18:01:00,0 days 01:39:00.000000000,2019-01-31 00:00:00,False
Learning,2019-01-31 19:41:00,2019-01-31 20:35:00,0 days 00:54:00.000000000,2019-01-31 00:00:00,False
Shallow Work,2019-01-31 21:39:00,2019-01-31 23:04:00,0 days 01:25:00.000000000,2019-01-31 00:00:00,False
Deep Work,2019-02-01 08:48:00,2019-02-01 09:42:00,0 days 00:54:00.000000000,2019-02-01 00:00:00,False
Deep Work,2019-02-01 10:13:00,2019-02-01 12:26:00,0 days 02:13:00.000000000,2019-02-01 00:00:00,False
Deep Work,2019-02-01 13:30:00,2019-02-01 14:04:00,0 days 00:34:00.000000000,2019-02-01 00:00:00,False
Shallow Work,2019-02-01 14:06:00,2019-02-01 14:37:00,0 days 00:31:00.000000000,2019-02-01 00:00:00,False
Deep Work,2019-02-01 15:11:00,2019-02-01 15:57:00,0 days 00:46:00.000000000,2019-02-01 00:00:00,False
Gym,2019-02-01 16:08:00,2019-02-01 17:46:00,0 days 01:38:00.000000000,2019-02-01 00:00:00,False
Learning,2019-02-01 19:00:00,2019-02-01 19:40:00,0 days 00:40:00.000000000,2019-02-01 00:00:00,False
Deep Work,2019-02-01 19:55:00,2019-02-01 20:19:00,0 days 00:24:00.000000000,2019-02-01 00:00:00,False
Deep Work,2019-02-02 08:32:00,2019-02-02 09:40:00,0 days 01:08:00.000000000,2019-02-02 00:00:00,False
Deep Work,2019-02-02 10:45:00,2019-02-02 11:17:00,0 days 00:32:00.000000000,2019-02-02 00:00:00,False
Deep Work,2019-02-02 14:21:00,2019-02-02 15:40:00,0 days 01:19:00.000000000,2019-02-02 00:00:00,False
Learning,2019-02-02 15:42:00,2019-02-02 16:34:00,0 days 00:52:00.000000000,2019-02-02 00:00:00,False
Deep Work,2019-02-02 16:59:00,2019-02-02 17:32:00,0 days 00:33:00.000000000,2019-02-02 00:00:00,False
Deep Work,2019-02-03 08:57:00,2019-02-03 10:06:00,0 days 01:09:00.000000000,2019-02-03 00:00:00,False
Learning,2019-02-03 10:18:00,2019-02-03 11:00:00,0 days 00:42:00.000000000,2019-02-03 00:00:00,False
Deep Work,2019-02-03 10:59:00,2019-02-03 12:00:00,0 days 01:01:00.000000000,2019-02-03 00:00:00,False
Shallow Work,2019-02-03 14:33:00,2019-02-03 16:26:00,0 days 01:53:00.000000000,2019-02-03 00:00:00,False
Shallow Work,2019-02-03 16:50:00,2019-02-03 16:59:00,0 days 00:09:00.000000000,2019-02-03 00:00:00,False
Shallow Work,2019-02-03 18:33:00,2019-02-03 18:52:00,0 days 00:19:00.000000000,2019-02-03 00:00:00,False
Deep Work,2019-02-04 08:51:00,2019-02-04 09:47:00,0 days 00:56:00.000000000,2019-02-04 00:00:00,False
Deep Work,2019-02-04 10:32:00,2019-02-04 11:48:00,0 days 01:16:00.000000000,2019-02-04 00:00:00,False
Deep Work,2019-02-04 12:02:00,2019-02-04 13:28:00,0 days 01:26:00.000000000,2019-02-04 00:00:00,False
Deep Work,2019-02-04 13:29:00,2019-02-04 14:05:00,0 days 00:36:00.000000000,2019-02-04 00:00:00,False
Deep Work,2019-02-04 14:40:00,2019-02-04 15:18:00,0 days 00:38:00.000000000,2019-02-04 00:00:00,False
Deep Work,2019-02-04 15:34:00,2019-02-04 15:56:00,0 days 00:22:00.000000000,2019-02-04 00:00:00,False
Gym,2019-02-04 16:06:00,2019-02-04 17:54:00,0 days 01:48:00.000000000,2019-02-04 00:00:00,False
Learning,2019-02-04 19:21:00,2019-02-04 20:13:00,0 days 00:52:00.000000000,2019-02-04 00:00:00,False
Shallow Work,2019-02-04 21:00:00,2019-02-04 21:10:00,0 days 00:10:00.000000000,2019-02-04 00:00:00,False
Deep Work,2019-02-04 21:19:00,2019-02-04 22:50:00,0 days 01:31:00.000000000,2019-02-04 00:00:00,False
Deep Work,2019-02-05 08:17:00,2019-02-05 08:54:00,0 days 00:37:00.000000000,2019-02-05 00:00:00,False
Deep Work,2019-02-05 09:05:00,2019-02-05 10:56:00,0 days 01:51:00.000000000,2019-02-05 00:00:00,False
Deep Work,2019-02-05 11:17:00,2019-02-05 14:00:00,0 days 02:43:00.000000000,2019-02-05 00:00:00,False
Shallow Work,2019-02-05 14:00:00,2019-02-05 14:29:00,0 days 00:29:00.000000000,2019-02-05 00:00:00,False
Deep Work,2019-02-05 15:03:00,2019-02-05 15:55:00,0 days 00:52:00.000000000,2019-02-05 00:00:00,False
Gym,2019-02-05 16:06:00,2019-02-05 17:43:00,0 days 01:37:00.000000000,2019-02-05 00:00:00,False
Learning,2019-02-05 19:09:00,2019-02-05 20:04:00,0 days 00:55:00.000000000,2019-02-05 00:00:00,False
Shallow Work,2019-02-05 20:12:00,2019-02-05 20:53:00,0 days 00:41:00.000000000,2019-02-05 00:00:00,False
Shallow Work,2019-02-05 21:06:00,2019-02-05 21:25:00,0 days 00:19:00.000000000,2019-02-05 00:00:00,False
Shallow Work,2019-02-05 21:35:00,2019-02-05 22:37:00,0 days 01:02:00.000000000,2019-02-05 00:00:00,False
Deep Work,2019-02-06 09:05:00,2019-02-06 09:36:00,0 days 00:31:00.000000000,2019-02-06 00:00:00,False
Deep Work,2019-02-06 11:37:00,2019-02-06 11:45:00,0 days 00:08:00.000000000,2019-02-06 00:00:00,False
Deep Work,2019-02-06 11:50:00,2019-02-06 13:55:00,0 days 02:05:00.000000000,2019-02-06 00:00:00,False
Deep Work,2019-02-06 15:01:00,2019-02-06 16:08:00,0 days 01:07:00.000000000,2019-02-06 00:00:00,False
Deep Work,2019-02-06 16:15:00,2019-02-06 16:58:00,0 days 00:43:00.000000000,2019-02-06 00:00:00,False
Learning,2019-02-06 18:54:00,2019-02-06 19:33:00,0 days 00:39:00.000000000,2019-02-06 00:00:00,False
Shallow Work,2019-02-06 20:41:00,2019-02-06 20:58:00,0 days 00:17:00.000000000,2019-02-06 00:00:00,False
Deep Work,2019-02-06 21:03:00,2019-02-06 23:02:00,0 days 01:59:00.000000000,2019-02-06 00:00:00,False
Deep Work,2019-02-07 08:52:00,2019-02-07 09:24:00,0 days 00:32:00.000000000,2019-02-07 00:00:00,False
Deep Work,2019-02-07 09:31:00,2019-02-07 10:27:00,0 days 00:56:00.000000000,2019-02-07 00:00:00,False
Deep Work,2019-02-07 10:48:00,2019-02-07 12:38:00,0 days 01:50:00.000000000,2019-02-07 00:00:00,False
Deep Work,2019-02-07 13:17:00,2019-02-07 14:49:00,0 days 01:32:00.000000000,2019-02-07 00:00:00,False
Deep Work,2019-02-07 15:27:00,2019-02-07 15:58:00,0 days 00:31:00.000000000,2019-02-07 00:00:00,False
Gym,2019-02-07 16:13:00,2019-02-07 17:45:00,0 days 01:32:00.000000000,2019-02-07 00:00:00,False
Learning,2019-02-07 19:30:00,2019-02-07 20:22:00,0 days 00:52:00.000000000,2019-02-07 00:00:00,False
Deep Work,2019-02-07 21:08:00,2019-02-07 22:22:00,0 days 01:14:00.000000000,2019-02-07 00:00:00,False
Deep Work,2019-02-07 22:32:00,2019-02-07 23:21:00,0 days 00:49:00.000000000,2019-02-07 00:00:00,False
Deep Work,2019-02-08 08:26:00,2019-02-08 09:02:00,0 days 00:36:00.000000000,2019-02-08 00:00:00,False
Deep Work,2019-02-08 09:12:00,2019-02-08 10:25:00,0 days 01:13:00.000000000,2019-02-08 00:00:00,False
Deep Work,2019-02-08 10:36:00,2019-02-08 11:12:00,0 days 00:36:00.000000000,2019-02-08 00:00:00,False
Deep Work,2019-02-08 11:16:00,2019-02-08 12:44:00,0 days 01:28:00.000000000,2019-02-08 00:00:00,False
Deep Work,2019-02-08 13:49:00,2019-02-08 14:00:00,0 days 00:11:00.000000000,2019-02-08 00:00:00,False
Shallow Work,2019-02-08 14:05:00,2019-02-08 14:35:00,0 days 00:30:00.000000000,2019-02-08 00:00:00,False
Deep Work,2019-02-08 15:02:00,2019-02-08 15:39:00,0 days 00:37:00.000000000,2019-02-08 00:00:00,False
Deep Work,2019-02-08 16:02:00,2019-02-08 17:07:00,0 days 01:05:00.000000000,2019-02-08 00:00:00,False
Deep Work,2019-02-08 17:18:00,2019-02-08 17:30:00,0 days 00:12:00.000000000,2019-02-08 00:00:00,False
Learning,2019-02-08 18:48:00,2019-02-08 19:25:00,0 days 00:37:00.000000000,2019-02-08 00:00:00,False
Learning,2019-02-09 08:54:00,2019-02-09 09:49:00,0 days 00:55:00.000000000,2019-02-09 00:00:00,False
Deep Work,2019-02-09 10:25:00,2019-02-09 11:58:00,0 days 01:33:00.000000000,2019-02-09 00:00:00,False
Deep Work,2019-02-09 14:11:00,2019-02-09 15:08:00,0 days 00:57:00.000000000,2019-02-09 00:00:00,False
Deep Work,2019-02-09 15:27:00,2019-02-09 16:00:00,0 days 00:33:00.000000000,2019-02-09 00:00:00,False
Gym,2019-02-09 16:12:00,2019-02-09 17:43:00,0 days 01:31:00.000000000,2019-02-09 00:00:00,False
Learning,2019-02-09 19:09:00,2019-02-09 19:48:00,0 days 00:39:00.000000000,2019-02-09 00:00:00,False
Deep Work,2019-02-10 09:01:00,2019-02-10 10:08:00,0 days 01:07:00.000000000,2019-02-10 00:00:00,False
Shallow Work,2019-02-10 11:02:00,2019-02-10 11:33:00,0 days 00:31:00.000000000,2019-02-10 00:00:00,False
Shallow Work,2019-02-10 11:59:00,2019-02-10 12:32:00,0 days 00:33:00.000000000,2019-02-10 00:00:00,False
Learning,2019-02-10 15:17:00,2019-02-10 16:12:00,0 days 00:55:00.000000000,2019-02-10 00:00:00,False
Learning,2019-02-10 18:39:00,2019-02-10 19:01:00,0 days 00:22:00.000000000,2019-02-10 00:00:00,False
Deep Work,2019-02-11 08:51:00,2019-02-11 09:17:00,0 days 00:26:00.000000000,2019-02-11 00:00:00,False
Deep Work,2019-02-11 09:22:00,2019-02-11 10:08:00,0 days 00:46:00.000000000,2019-02-11 00:00:00,False
Deep Work,2019-02-11 10:12:00,2019-02-11 10:39:00,0 days 00:27:00.000000000,2019-02-11 00:00:00,False
Deep Work,2019-02-11 11:04:00,2019-02-11 12:34:00,0 days 01:30:00.000000000,2019-02-11 00:00:00,False
Deep Work,2019-02-11 13:33:00,2019-02-11 14:48:00,0 days 01:15:00.000000000,2019-02-11 00:00:00,False
Deep Work,2019-02-11 15:21:00,2019-02-11 16:09:00,0 days 00:48:00.000000000,2019-02-11 00:00:00,False
Gym,2019-02-11 16:23:00,2019-02-11 17:51:00,0 days 01:28:00.000000000,2019-02-11 00:00:00,False
Learning,2019-02-11 19:27:00,2019-02-11 20:17:00,0 days 00:50:00.000000000,2019-02-11 00:00:00,False
Shallow Work,2019-02-11 20:47:00,2019-02-11 21:39:00,0 days 00:52:00.000000000,2019-02-11 00:00:00,False
Learning,2019-02-11 21:45:00,2019-02-11 22:05:00,0 days 00:20:00.000000000,2019-02-11 00:00:00,False
Learning,2019-02-11 22:12:00,2019-02-11 23:30:00,0 days 01:18:00.000000000,2019-02-11 00:00:00,False
Deep Work,2019-02-12 08:45:00,2019-02-12 10:05:00,0 days 01:20:00.000000000,2019-02-12 00:00:00,False
Deep Work,2019-02-12 10:35:00,2019-02-12 11:05:00,0 days 00:30:00.000000000,2019-02-12 00:00:00,False
Deep Work,2019-02-12 11:11:00,2019-02-12 13:02:00,0 days 01:51:00.000000000,2019-02-12 00:00:00,False
Deep Work,2019-02-12 13:34:00,2019-02-12 14:19:00,0 days 00:45:00.000000000,2019-02-12 00:00:00,False
Deep Work,2019-02-12 14:55:00,2019-02-12 15:59:00,0 days 01:04:00.000000000,2019-02-12 00:00:00,False
Gym,2019-02-12 16:10:00,2019-02-12 17:38:00,0 days 01:28:00.000000000,2019-02-12 00:00:00,False
Learning,2019-02-12 19:08:00,2019-02-12 20:00:00,0 days 00:52:00.000000000,2019-02-12 00:00:00,False
Shallow Work,2019-02-12 20:14:00,2019-02-12 20:49:00,0 days 00:35:00.000000000,2019-02-12 00:00:00,False
Learning,2019-02-12 20:51:00,2019-02-12 21:23:00,0 days 00:32:00.000000000,2019-02-12 00:00:00,False
Learning,2019-02-12 21:30:00,2019-02-12 22:55:00,0 days 01:25:00.000000000,2019-02-12 00:00:00,False
Deep Work,2019-02-13 08:43:00,2019-02-13 10:23:00,0 days 01:40:00.000000000,2019-02-13 00:00:00,False
Deep Work,2019-02-13 10:44:00,2019-02-13 11:07:00,0 days 00:23:00.000000000,2019-02-13 00:00:00,False
Deep Work,2019-02-13 12:22:00,2019-02-13 15:11:00,0 days 02:49:00.000000000,2019-02-13 00:00:00,False
Deep Work,2019-02-13 15:38:00,2019-02-13 18:07:00,0 days 02:29:00.000000000,2019-02-13 00:00:00,False
Learning,2019-02-13 19:44:00,2019-02-13 20:23:00,0 days 00:39:00.000000000,2019-02-13 00:00:00,False
Shallow Work,2019-02-13 21:14:00,2019-02-13 21:37:00,0 days 00:23:00.000000000,2019-02-13 00:00:00,False
Learning,2019-02-13 21:38:00,2019-02-13 23:00:00,0 days 01:22:00.000000000,2019-02-13 00:00:00,False
Deep Work,2019-02-14 08:33:00,2019-02-14 09:21:00,0 days 00:48:00.000000000,2019-02-14 00:00:00,False
Deep Work,2019-02-14 09:26:00,2019-02-14 10:13:00,0 days 00:47:00.000000000,2019-02-14 00:00:00,False
Deep Work,2019-02-14 10:36:00,2019-02-14 11:34:00,0 days 00:58:00.000000000,2019-02-14 00:00:00,False
Deep Work,2019-02-14 12:51:00,2019-02-14 15:45:00,0 days 02:54:00.000000000,2019-02-14 00:00:00,False
Deep Work,2019-02-14 15:58:00,2019-02-14 18:14:00,0 days 02:16:00.000000000,2019-02-14 00:00:00,False
Deep Work,2019-02-14 18:16:00,2019-02-14 18:32:00,0 days 00:16:00.000000000,2019-02-14 00:00:00,False
Learning,2019-02-14 19:48:00,2019-02-14 20:28:00,0 days 00:40:00.000000000,2019-02-14 00:00:00,False
Deep Work,2019-02-14 20:44:00,2019-02-14 21:44:00,0 days 01:00:00.000000000,2019-02-14 00:00:00,False
Shallow Work,2019-02-14 21:44:00,2019-02-14 22:11:00,0 days 00:27:00.000000000,2019-02-14 00:00:00,False
Shallow Work,2019-02-14 22:17:00,2019-02-14 22:52:00,0 days 00:35:00.000000000,2019-02-14 00:00:00,False
Deep Work,2019-02-15 08:34:00,2019-02-15 09:46:00,0 days 01:12:00.000000000,2019-02-15 00:00:00,False
Deep Work,2019-02-15 10:08:00,2019-02-15 11:33:00,0 days 01:25:00.000000000,2019-02-15 00:00:00,False
Deep Work,2019-02-15 12:48:00,2019-02-15 13:59:00,0 days 01:11:00.000000000,2019-02-15 00:00:00,False
Shallow Work,2019-02-15 14:03:00,2019-02-15 14:37:00,0 days 00:34:00.000000000,2019-02-15 00:00:00,False
Shallow Work,2019-02-15 14:40:00,2019-02-15 14:50:00,0 days 00:10:00.000000000,2019-02-15 00:00:00,False
Shallow Work,2019-02-15 15:22:00,2019-02-15 15:40:00,0 days 00:18:00.000000000,2019-02-15 00:00:00,False
Gym,2019-02-15 16:08:00,2019-02-15 17:37:00,0 days 01:29:00.000000000,2019-02-15 00:00:00,False
Learning,2019-02-15 19:03:00,2019-02-15 19:45:00,0 days 00:42:00.000000000,2019-02-15 00:00:00,False
Shallow Work,2019-02-15 19:45:00,2019-02-15 20:20:00,0 days 00:35:00.000000000,2019-02-15 00:00:00,False
Deep Work,2019-02-16 08:53:00,2019-02-16 09:42:00,0 days 00:49:00.000000000,2019-02-16 00:00:00,False
Shallow Work,2019-02-16 09:50:00,2019-02-16 11:41:00,0 days 01:51:00.000000000,2019-02-16 00:00:00,False
Learning,2019-02-16 14:09:00,2019-02-16 15:01:00,0 days 00:52:00.000000000,2019-02-16 00:00:00,False
Deep Work,2019-02-16 15:33:00,2019-02-16 17:44:00,0 days 02:11:00.000000000,2019-02-16 00:00:00,False
Deep Work,2019-02-16 18:46:00,2019-02-16 19:27:00,0 days 00:41:00.000000000,2019-02-16 00:00:00,False
Deep Work,2019-02-16 19:53:00,2019-02-16 20:15:00,0 days 00:22:00.000000000,2019-02-16 00:00:00,False
Shallow Work,2019-02-17 08:18:00,2019-02-17 09:46:00,0 days 01:28:00.000000000,2019-02-17 00:00:00,False
Shallow Work,2019-02-17 09:58:00,2019-02-17 10:15:00,0 days 00:17:00.000000000,2019-02-17 00:00:00,False
Learning,2019-02-17 10:26:00,2019-02-17 11:05:00,0 days 00:39:00.000000000,2019-02-17 00:00:00,False
Learning,2019-02-17 18:49:00,2019-02-17 19:15:00,0 days 00:26:00.000000000,2019-02-17 00:00:00,False
Deep Work,2019-02-18 08:39:00,2019-02-18 10:18:00,0 days 01:39:00.000000000,2019-02-18 00:00:00,False
Deep Work,2019-02-18 10:50:00,2019-02-18 12:32:00,0 days 01:42:00.000000000,2019-02-18 00:00:00,False
Deep Work,2019-02-18 14:26:00,2019-02-18 14:40:00,0 days 00:14:00.000000000,2019-02-18 00:00:00,False
Deep Work,2019-02-18 14:50:00,2019-02-18 15:52:00,0 days 01:02:00.000000000,2019-02-18 00:00:00,False
Gym,2019-02-18 16:21:00,2019-02-18 18:00:00,0 days 01:39:00.000000000,2019-02-18 00:00:00,False
Deep Work,2019-02-18 19:36:00,2019-02-18 20:12:00,0 days 00:36:00.000000000,2019-02-18 00:00:00,False
